listing_id,sale_price,gr_liv_area,total_bsmt_sf,lot_area,bedroom_abv_gr,full_bath,half_bath,kitchen_abv_gr,overall_qual,overall_cond,year_built,year_remod_add,exter_qual,kitchen_qual,central_air,garage_cars,garage_area,fireplace_qu,bldg_type,house_style,neighborhood,overall,ms_zoning,foundation,baths_total,age,remod_age
138,135000,1604,1604,8267,4,2,0,2,Average,Average,1958,1958,Typical,Typical,Y,2,576,No_Fireplace,Duplex,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,2,52,52
139,214000,1480,1480,8197,3,2,0,1,Good,Average,2003,2009,Good,Good,Y,2,620,No_Fireplace,OneFam,One_Story,North_Ames,Good,Residential_Low_Density,PConc,2,7,1
140,136000,1143,1143,8050,3,1,0,1,Average,Average,1959,1959,Typical,Typical,Y,1,308,No_Fireplace,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1,51,51
141,165500,1700,1398,10552,4,1,1,1,Average,Average,1959,1959,Typical,Good,Y,2,447,Good,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1.5,51,51
142,145000,1314,1314,8400,3,1,0,1,Average,Above_Average,1957,1957,Typical,Typical,Y,1,294,No_Fireplace,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1,53,53
143,148000,1194,1194,8760,3,1,0,1,Above_Average,Above_Average,1959,1959,Typical,Typical,Y,1,312,No_Fireplace,OneFam,One_Story,North_Ames,Above_Average,Residential_Low_Density,CBlock,1,51,51
144,142000,1188,1188,12160,3,1,0,1,Average,Average,1959,1959,Typical,Typical,Y,2,531,No_Fireplace,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1,51,51
145,167500,1264,1268,9300,3,1,0,1,Average,Average,1960,1960,Typical,Typical,Y,2,461,Good,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1,50,50
146,108538,1206,1206,10725,3,1,0,1,Average,Average,1959,1959,Typical,Typical,Y,1,312,No_Fireplace,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1,51,51
147,159500,1580,1244,10032,3,1,1,1,Above_Average,Average,1959,1959,Typical,Typical,Y,2,440,Good,OneFam,One_Story,North_Ames,Above_Average,Residential_Low_Density,CBlock,1.5,51,51
148,108000,1337,832,8382,3,1,0,1,Below_Average,Average,1956,1956,Typical,Typical,Y,1,263,No_Fireplace,OneFam,One_and_Half_Fin,North_Ames,Below_Average,Residential_Low_Density,CBlock,1,54,54
149,135000,1064,864,10950,2,1,0,1,Average,Good,1952,1952,Typical,Fair,Y,1,318,No_Fireplace,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1,58,58
150,122500,972,972,10895,3,1,0,1,Average,Above_Average,1955,1955,Typical,Typical,Y,1,305,No_Fireplace,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1,55,55
151,119000,988,988,13587,2,1,0,1,Average,Average,1958,1958,Typical,Typical,Y,1,264,No_Fireplace,TwoFmCon,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1,52,52
152,109000,1057,1057,7922,3,1,0,1,Average,Good,1953,2007,Typical,Good,Y,1,246,No_Fireplace,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1,57,3
153,105000,985,576,7898,2,1,0,1,Below_Average,Good,1920,1994,Typical,Typical,Y,2,676,No_Fireplace,OneFam,One_Story,North_Ames,Below_Average,Residential_Low_Density,BrkTil,1,90,16
154,107500,827,0,7200,2,1,0,1,Average,Good,1955,2007,Typical,Typical,Y,1,392,Poor,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,Slab,1,55,3
155,144900,1086,1086,10200,3,1,0,1,Average,Good,1954,2003,Typical,Typical,Y,2,490,No_Fireplace,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1,56,7
156,129000,936,936,5868,2,1,0,1,Average,Good,1956,2000,Typical,Typical,Y,1,308,No_Fireplace,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1,54,10
157,97500,1458,912,17503,3,1,0,1,Above_Average,Average,1948,1950,Typical,Typical,Y,1,330,Good,OneFam,One_and_Half_Fin,North_Ames,Above_Average,Residential_Low_Density,CBlock,1,62,60
158,144000,1056,1056,6979,0,0,0,2,Above_Average,Average,1980,1980,Typical,Typical,Y,2,576,No_Fireplace,Duplex,SFoyer,Old_Town,Above_Average,Residential_Low_Density,CBlock,0,30,30
159,162000,1287,1063,9830,3,1,0,1,Average,Good,1959,2006,Typical,Good,Y,2,576,Good,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1,51,4
160,242000,2978,710,11275,5,2,1,1,Good,Good,1967,2007,Good,Good,Y,2,564,Good,OneFam,SLvl,North_Ames,Good,Residential_Low_Density,CBlock,2.5,43,3
161,132000,1224,816,8064,3,1,0,1,Above_Average,Very_Good,1948,2004,Typical,Typical,Y,1,280,No_Fireplace,OneFam,One_and_Half_Fin,North_Ames,Above_Average,Residential_Low_Density,CBlock,1,62,6
162,154000,1246,1246,7500,3,1,1,1,Average,Good,1959,1994,Typical,Good,Y,1,305,No_Fireplace,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1.5,51,16
163,166000,1385,910,8520,4,2,0,1,Average,Below_Average,1952,1952,Typical,Typical,Y,2,720,No_Fireplace,OneFam,One_and_Half_Fin,North_Ames,Average,Residential_Low_Density,CBlock,2,58,58
164,134800,900,900,7200,3,1,0,1,Average,Good,1951,2000,Typical,Good,Y,2,576,No_Fireplace,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1,59,10
165,160000,1116,1116,10000,3,1,1,1,Above_Average,Above_Average,1962,1962,Typical,Typical,Y,2,440,No_Fireplace,OneFam,One_Story,North_Ames,Above_Average,Residential_Low_Density,CBlock,1.5,48,48
166,148000,1175,1175,7635,3,1,1,1,Average,Above_Average,1960,1960,Typical,Typical,Y,2,484,No_Fireplace,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1.5,50,50
167,192000,1395,1395,9760,2,1,0,1,Above_Average,Good,1963,1984,Typical,Typical,Y,2,440,Typical,OneFam,One_Story,North_Ames,Above_Average,Residential_Low_Density,CBlock,1,47,26
168,155000,1839,756,7700,4,1,1,1,Above_Average,Average,1966,1966,Typical,Typical,Y,2,442,Typical,OneFam,Two_Story,North_Ames,Above_Average,Residential_Low_Density,CBlock,1.5,44,44
169,80400,1844,709,4800,3,1,0,1,Below_Average,Average,1900,1954,Typical,Typical,Y,1,240,Good,OneFam,One_and_Half_Fin,Old_Town,Below_Average,Residential_Medium_Density,PConc,1,110,56
170,96500,1140,576,8800,3,1,0,1,Below_Average,Good,1910,2004,Typical,Typical,Y,0,0,No_Fireplace,OneFam,One_and_Half_Fin,Old_Town,Below_Average,Residential_Medium_Density,BrkTil,1,100,6
171,109500,936,936,4485,2,1,0,1,Average,Good,1920,1950,Typical,Typical,Y,0,0,Good,OneFam,One_Story,Old_Town,Average,Residential_Medium_Density,PConc,1,90,60
172,115000,1028,1008,8960,2,1,0,1,Average,Above_Average,1927,1950,Typical,Typical,Y,2,360,Good,OneFam,One_Story,Old_Town,Average,Residential_Medium_Density,CBlock,1,83,60
173,143000,1347,1347,5805,3,1,0,1,Average,Good,1957,1957,Typical,Good,Y,2,551,No_Fireplace,OneFam,One_Story,Old_Town,Average,Residential_Medium_Density,CBlock,1,53,53
174,107400,1605,840,5790,3,2,0,2,Fair,Above_Average,1915,1950,Good,Typical,N,1,379,No_Fireplace,OneFam,Two_Story,Old_Town,Fair,Residential_Medium_Density,CBlock,2,95,60
175,80000,747,747,4608,2,1,0,1,Below_Average,Above_Average,1945,1950,Typical,Typical,Y,1,220,No_Fireplace,OneFam,One_Story,Old_Town,Below_Average,Residential_Medium_Density,CBlock,1,65,60
176,119000,804,788,7200,2,1,0,1,Average,Good,1940,1992,Typical,Good,Y,1,240,Good,OneFam,One_Story,Old_Town,Average,Residential_Medium_Density,CBlock,1,70,18
177,130000,1316,926,5500,3,1,0,1,Average,Good,1929,2001,Typical,Typical,Y,2,484,No_Fireplace,OneFam,One_and_Half_Fin,Old_Town,Average,Residential_Medium_Density,BrkTil,1,81,9
178,119000,1251,827,6900,3,1,0,1,Above_Average,Good,1938,2000,Typical,Fair,Y,1,240,No_Fireplace,OneFam,One_and_Half_Fin,Old_Town,Above_Average,Residential_Medium_Density,PConc,1,72,10
179,129000,1633,1027,11851,3,1,0,1,Average,Good,1948,2009,Typical,Good,Y,1,240,Good,OneFam,One_and_Half_Fin,Old_Town,Average,Residential_Medium_Density,BrkTil,1,62,1
180,100000,1245,1008,8239,3,1,0,1,Average,Above_Average,1920,1962,Typical,Typical,Y,1,315,No_Fireplace,OneFam,One_and_Half_Fin,Old_Town,Average,Residential_Medium_Density,BrkTil,1,90,48
181,105900,720,624,8520,2,1,0,1,Above_Average,Very_Good,1928,2003,Typical,Typical,Y,2,484,No_Fireplace,OneFam,One_Story,Old_Town,Above_Average,Residential_Medium_Density,BrkTil,1,82,7
182,150000,1566,930,9600,3,2,0,1,Very_Good,Excellent,1900,2003,Good,Good,N,1,288,No_Fireplace,OneFam,Two_Story,Old_Town,Very_Good,Residential_Medium_Density,BrkTil,2,110,7
183,139000,1652,686,10800,4,2,0,1,Average,Above_Average,1915,1950,Typical,Typical,Y,1,416,No_Fireplace,OneFam,One_and_Half_Fin,Old_Town,Average,Residential_Medium_Density,PConc,2,95,60
184,240000,2268,346,9000,3,3,0,1,Very_Good,Excellent,1890,2002,Good,Good,Y,2,624,No_Fireplace,OneFam,Two_Story,Old_Town,Very_Good,Residential_Medium_Density,Stone,3,120,8
185,76500,2256,840,9045,4,2,0,2,Average,Fair,1910,1950,Typical,Fair,N,0,0,No_Fireplace,TwoFmCon,Two_Story,Old_Town,Average,Residential_Medium_Density,BrkTil,2,100,60
186,149700,1236,912,7407,2,1,0,1,Above_Average,Good,1957,1996,Typical,Typical,Y,2,923,No_Fireplace,OneFam,One_Story,Old_Town,Above_Average,Residential_Medium_Density,CBlock,1,53,14
187,125500,1363,622,7740,3,1,0,1,Below_Average,Good,1910,1950,Typical,Typical,Y,2,528,No_Fireplace,OneFam,Two_Story,Old_Town,Below_Average,Residential_Medium_Density,CBlock,1,100,60
188,122500,2290,777,11340,4,2,0,2,Below_Average,Above_Average,1885,1950,Typical,Typical,Y,2,560,No_Fireplace,TwoFmCon,Two_Story,Old_Town,Below_Average,Residential_Medium_Density,PConc,2,125,60
189,140750,1470,738,10560,2,1,1,1,Above_Average,Good,1922,1994,Typical,Typical,Y,2,624,No_Fireplace,OneFam,Two_Story,Old_Town,Above_Average,Residential_Medium_Density,CBlock,1.5,88,16
190,128500,1612,988,5830,3,1,1,1,Average,Above_Average,1950,1997,Typical,Typical,Y,1,363,No_Fireplace,OneFam,One_and_Half_Fin,Brookside,Average,Residential_Medium_Density,CBlock,1.5,60,13
191,209500,2068,1108,7793,3,1,1,1,Good,Good,1922,2005,Typical,Good,N,1,315,Good,OneFam,Two_and_Half_Unf,Brookside,Good,Residential_Low_Density,BrkTil,1.5,88,5
192,87000,765,765,5000,2,1,0,1,Below_Average,Good,1925,1950,Typical,Good,N,1,200,No_Fireplace,OneFam,One_Story,Brookside,Below_Average,Residential_Medium_Density,BrkTil,1,85,60
193,134000,1132,608,6000,2,1,0,1,Above_Average,Good,1939,1950,Typical,Typical,Y,1,240,No_Fireplace,OneFam,One_and_Half_Fin,Brookside,Above_Average,Residential_Medium_Density,BrkTil,1,71,60
194,128000,1196,572,6000,3,1,1,1,Above_Average,Above_Average,1940,1950,Typical,Typical,Y,2,576,Good,OneFam,One_and_Half_Fin,Brookside,Above_Average,Residential_Medium_Density,CBlock,1.5,70,60
195,132000,1453,835,6360,3,1,1,1,Average,Above_Average,1942,1950,Typical,Good,Y,1,240,Fair,OneFam,One_and_Half_Fin,Brookside,Average,Residential_Medium_Density,CBlock,1.5,68,60
196,139900,1416,780,6000,3,1,1,1,Above_Average,Good,1948,1950,Typical,Typical,Y,1,312,No_Fireplace,OneFam,One_and_Half_Fin,Brookside,Above_Average,Residential_Medium_Density,CBlock,1.5,62,60
197,123900,1040,528,6240,2,1,0,1,Average,Good,1936,1980,Typical,Typical,Y,2,624,No_Fireplace,OneFam,One_and_Half_Fin,Brookside,Average,Residential_Medium_Density,CBlock,1,74,30
198,138400,1536,928,6240,4,2,0,1,Average,Average,1930,1950,Typical,Typical,Y,2,480,Good,OneFam,One_and_Half_Fin,Brookside,Average,Residential_Medium_Density,BrkTil,2,80,60
199,109500,1068,1124,6120,2,1,0,1,Above_Average,Average,1923,1950,Typical,Typical,Y,1,288,Good,OneFam,One_Story,Old_Town,Above_Average,Residential_Medium_Density,BrkTil,1,87,60
200,140000,1710,576,10300,3,2,0,1,Good,Above_Average,1921,1950,Typical,Typical,Y,2,480,No_Fireplace,OneFam,Two_Story,Old_Town,Good,Residential_Medium_Density,BrkTil,2,89,60
201,149500,1962,888,8094,4,1,1,1,Below_Average,Average,1915,1950,Typical,Typical,Y,2,572,Typical,OneFam,One_and_Half_Fin,Old_Town,Below_Average,Residential_Medium_Density,CBlock,1.5,95,60
202,159900,1560,780,12900,3,1,1,1,Above_Average,Very_Good,1912,2009,Good,Good,Y,0,0,No_Fireplace,OneFam,Two_Story,Old_Town,Above_Average,Residential_Medium_Density,PConc,1.5,98,1
203,122000,1324,662,3068,3,1,0,1,Above_Average,Very_Good,1920,1993,Typical,Typical,Y,1,180,No_Fireplace,OneFam,Two_Story,Old_Town,Above_Average,Residential_Medium_Density,BrkTil,1,90,17
204,110000,816,816,8472,2,1,0,1,Average,Average,1963,1963,Fair,Typical,N,2,516,No_Fireplace,Duplex,One_Story,Iowa_DOT_and_Rail_Road,Average,Residential_Medium_Density,CBlock,1,47,47
205,55000,1092,0,5600,3,2,0,2,Below_Average,Average,1930,1950,Fair,Fair,N,0,0,No_Fireplace,TwoFmCon,Two_Story,Iowa_DOT_and_Rail_Road,Below_Average,Residential_Medium_Density,Slab,2,80,60
206,140000,1812,360,7630,4,2,0,2,Average,Excellent,1900,1996,Typical,Good,Y,2,672,Poor,TwoFmCon,Two_Story,Old_Town,Average,Residential_Medium_Density,BrkTil,2,110,14
207,244400,2403,1032,24090,4,2,0,1,Good,Good,1940,1950,Typical,Typical,Y,1,349,Typical,OneFam,Two_Story,Clear_Creek,Good,Residential_Low_Density,CBlock,2,70,60
208,173000,1675,1422,15263,3,2,0,1,Average,Average,1959,1959,Typical,Typical,Y,1,365,Good,OneFam,One_Story,Clear_Creek,Average,Residential_Low_Density,CBlock,2,51,51
209,107500,1224,689,10632,3,1,1,1,Average,Fair,1917,1950,Typical,Poor,N,1,180,No_Fireplace,OneFam,One_and_Half_Fin,Clear_Creek,Average,Residential_Low_Density,BrkTil,1.5,93,60
210,100000,1392,1212,9900,3,1,0,1,Average,Below_Average,1915,1950,Fair,Typical,N,0,0,No_Fireplace,TwoFmCon,One_and_Half_Fin,South_and_West_of_Iowa_State_University,Average,Residential_Low_Density,BrkTil,1,95,60
211,95000,919,600,6001,3,1,0,1,Above_Average,Average,1940,1950,Typical,Typical,N,1,231,No_Fireplace,OneFam,One_and_Half_Fin,South_and_West_of_Iowa_State_University,Above_Average,Residential_Low_Density,CBlock,1,70,60
212,93369,1884,707,6449,4,1,1,1,Below_Average,Very_Poor,1907,1950,Typical,Typical,N,0,0,No_Fireplace,OneFam,Two_Story,South_and_West_of_Iowa_State_University,Below_Average,C_all,CBlock,1.5,103,60
213,114900,1680,856,6048,2,2,0,2,Average,Good,1910,1950,Typical,Typical,Y,2,450,Good,TwoFmCon,One_and_Half_Fin,South_and_West_of_Iowa_State_University,Average,Residential_High_Density,BrkTil,2,100,60
214,94000,1020,780,6342,2,1,0,1,Average,Very_Good,1875,1996,Typical,Typical,N,0,0,No_Fireplace,OneFam,One_and_Half_Fin,Sawyer,Average,Residential_Low_Density,CBlock,1,135,14
215,136000,1832,1832,10773,4,2,0,2,Below_Average,Fair,1967,1967,Fair,Typical,N,0,0,No_Fireplace,Duplex,One_Story,Sawyer,Below_Average,Residential_Low_Density,CBlock,2,43,43
216,136500,1768,1768,10778,4,2,0,2,Below_Average,Average,1968,1968,Typical,Typical,N,0,0,No_Fireplace,Duplex,One_Story,Sawyer,Below_Average,Residential_Low_Density,CBlock,2,42,42
217,131500,1039,1039,11625,3,1,1,1,Average,Below_Average,1965,1965,Typical,Typical,Y,2,504,No_Fireplace,TwoFmCon,One_Story,Sawyer,Average,Residential_Low_Density,PConc,1.5,45,45
218,121500,1392,1392,11341,3,1,1,1,Average,Above_Average,1957,1996,Typical,Typical,Y,2,528,Good,OneFam,One_Story,Sawyer,Average,Residential_Low_Density,CBlock,1.5,53,14
219,125000,912,912,8521,3,1,0,1,Average,Average,1967,1967,Typical,Typical,Y,1,336,Fair,OneFam,One_Story,Sawyer,Average,Residential_Low_Density,CBlock,1,43,43
220,154000,1060,1060,8246,3,1,0,1,Average,Very_Good,1968,2001,Typical,Good,Y,1,270,Typical,OneFam,One_Story,Sawyer,Average,Residential_Low_Density,CBlock,1,42,9
221,137900,892,864,7800,3,1,0,1,Average,Good,1966,2008,Typical,Good,Y,1,416,No_Fireplace,OneFam,One_Story,Sawyer,Average,Residential_Low_Density,CBlock,1,44,2
222,158000,1352,663,9364,4,1,1,1,Above_Average,Good,1969,1969,Typical,Typical,Y,1,299,No_Fireplace,OneFam,Two_Story,Sawyer,Above_Average,Residential_Low_Density,CBlock,1.5,41,41
223,137250,864,864,7832,2,1,0,1,Average,Average,1968,1968,Typical,Typical,Y,1,280,No_Fireplace,OneFam,One_Story,Sawyer,Average,Residential_Low_Density,CBlock,1,42,42
224,160250,1373,1319,7424,3,1,0,1,Average,Average,1978,1978,Typical,Typical,Y,2,591,Typical,Duplex,SFoyer,Sawyer,Average,Residential_Low_Density,CBlock,1,32,32
225,163000,1440,720,11227,4,1,1,1,Average,Average,1968,1968,Typical,Typical,Y,2,480,Typical,OneFam,Two_Story,Sawyer,Average,Residential_Low_Density,CBlock,1.5,42,42
226,158900,1386,672,11616,3,2,1,1,Above_Average,Average,1978,1978,Typical,Typical,Y,2,440,Typical,OneFam,Two_Story,Sawyer,Above_Average,Residential_Low_Density,CBlock,2.5,32,32
227,328000,2260,1306,14000,3,2,1,1,Good,Average,1996,1997,Good,Good,Y,2,533,No_Fireplace,OneFam,Two_Story,Clear_Creek,Good,Residential_Low_Density,PConc,2.5,14,13
228,270000,1483,1420,20062,1,1,1,1,Good,Good,1977,2001,Good,Typical,Y,2,690,Typical,OneFam,One_Story,Clear_Creek,Good,Residential_Low_Density,CBlock,1.5,33,9
229,85000,756,660,9259,2,1,0,1,Below_Average,Below_Average,1927,1950,Typical,Typical,N,2,440,No_Fireplace,OneFam,One_Story,Sawyer,Below_Average,Residential_Low_Density,BrkTil,1,83,60
230,128000,1067,1067,9600,2,2,0,1,Below_Average,Good,1950,1995,Typical,Good,Y,2,436,No_Fireplace,OneFam,One_Story,Sawyer,Below_Average,Residential_Low_Density,CBlock,2,60,15
231,260000,1524,1332,23595,0,0,1,1,Good,Above_Average,1979,1979,Good,Good,Y,2,586,Typical,OneFam,One_Story,Clear_Creek,Good,Residential_Low_Density,PConc,0.5,31,31
232,230000,1981,1117,17082,4,2,1,1,Above_Average,Average,1978,1992,Typical,Good,Y,2,522,Typical,OneFam,Two_Story,Clear_Creek,Above_Average,Residential_Low_Density,PConc,2.5,32,18
233,124000,1610,972,18600,4,2,0,1,Fair,Below_Average,1938,1990,Typical,Fair,Y,1,480,Good,OneFam,One_and_Half_Fin,Edwards,Fair,Residential_Low_Density,CBlock,2,72,20
234,83000,835,458,10625,2,1,0,1,Average,Average,1920,1950,Typical,Typical,N,1,366,No_Fireplace,OneFam,One_Story,Edwards,Average,Residential_Low_Density,BrkTil,1,90,60
235,144500,1074,663,11479,3,1,0,1,Above_Average,Good,1950,1987,Typical,Good,Y,1,467,Typical,OneFam,One_Story,Edwards,Above_Average,Residential_Low_Density,CBlock,1,60,23
236,129000,1144,1144,9571,3,1,0,1,Average,Above_Average,1956,1956,Typical,Typical,Y,1,596,No_Fireplace,OneFam,One_Story,Edwards,Average,Residential_Low_Density,CBlock,1,54,54
237,127000,1531,756,9350,3,1,0,1,Below_Average,Above_Average,1947,1979,Typical,Typical,Y,1,209,Typical,OneFam,One_and_Half_Fin,Edwards,Below_Average,Residential_Low_Density,CBlock,1,63,31
238,128000,1172,1172,9525,3,1,0,1,Average,Good,1954,1998,Typical,Typical,Y,1,366,No_Fireplace,OneFam,One_Story,Edwards,Average,Residential_Low_Density,CBlock,1,56,12
239,186000,1212,1212,10420,3,2,0,1,Above_Average,Average,2009,2009,Typical,Good,Y,2,460,No_Fireplace,OneFam,One_Story,Edwards,Above_Average,Residential_Low_Density,PConc,2,1,1
240,308030,1508,1508,17485,1,1,0,1,Good,Average,2009,2010,Good,Good,Y,2,572,Typical,OneFam,One_Story,Edwards,Good,Residential_Low_Density,PConc,1,1,0
241,114000,1298,1250,11200,3,2,0,1,Average,Fair,1964,1964,Typical,Typical,Y,2,504,No_Fireplace,OneFam,One_Story,Edwards,Average,Residential_Low_Density,CBlock,2,46,46
242,84900,930,0,11100,2,1,0,1,Below_Average,Good,1946,2006,Typical,Good,Y,1,308,No_Fireplace,OneFam,One_Story,Edwards,Below_Average,Residential_Low_Density,CBlock,1,64,4
243,178000,1732,741,9206,3,2,1,1,Above_Average,Average,1985,1985,Good,Good,Y,2,476,Typical,OneFam,Two_Story,Sawyer_West,Above_Average,Residential_Low_Density,CBlock,2.5,25,25
244,270000,1433,1433,11980,1,1,1,1,Good,Average,1987,1987,Good,Good,Y,2,528,Typical,OneFam,One_Story,Sawyer_West,Good,Residential_Low_Density,CBlock,1.5,23,23
245,218000,1802,946,12361,3,2,1,1,Above_Average,Good,1993,1993,Good,Good,Y,4,1017,Good,OneFam,Two_Story,Sawyer_West,Above_Average,Residential_Low_Density,PConc,2.5,17,17
246,236000,1949,1050,9938,3,2,1,1,Good,Average,1993,1994,Good,Good,Y,2,574,Typical,OneFam,Two_Story,Sawyer_West,Good,Residential_Low_Density,PConc,2.5,17,16
247,147000,996,936,9069,2,1,0,1,Above_Average,Above_Average,1992,1992,Typical,Good,Y,2,564,No_Fireplace,OneFam,SFoyer,Sawyer_West,Above_Average,Residential_Low_Density,PConc,1,18,18
248,245350,1694,1694,10475,3,2,0,1,Very_Good,Average,2008,2008,Good,Good,Y,3,776,No_Fireplace,OneFam,One_Story,College_Creek,Very_Good,Residential_Low_Density,PConc,2,2,2
249,206000,1208,1187,6762,2,2,0,1,Good,Average,2006,2006,Good,Good,Y,2,632,No_Fireplace,OneFam,One_Story,College_Creek,Good,Residential_Low_Density,PConc,2,4,4
250,198900,1226,1226,10402,3,2,0,1,Good,Average,2009,2009,Typical,Good,Y,3,740,No_Fireplace,OneFam,One_Story,College_Creek,Good,Residential_Low_Density,PConc,2,1,1
251,187000,1222,1222,7360,2,2,0,1,Good,Average,2010,2010,Good,Good,Y,2,615,No_Fireplace,OneFam,One_Story,College_Creek,Good,Residential_Low_Density,PConc,2,0,0
252,320000,3222,1673,12376,5,3,0,1,Good,Average,1990,1990,Typical,Good,Y,3,594,Typical,OneFam,Two_Story,Sawyer_West,Good,Residential_Low_Density,PConc,3,20,20
253,138500,1445,676,14235,3,2,0,1,Above_Average,Very_Good,1900,1993,Typical,Typical,Y,2,484,No_Fireplace,OneFam,One_and_Half_Fin,Sawyer_West,Above_Average,Residential_Low_Density,PConc,2,110,17
254,155000,1052,1010,8816,3,1,0,1,Above_Average,Good,1971,1971,Typical,Typical,Y,2,440,No_Fireplace,OneFam,SLvl,Clear_Creek,Above_Average,Residential_Low_Density,CBlock,1,39,39
255,159000,965,870,11105,2,1,0,1,Average,Average,1996,1996,Typical,Typical,Y,2,580,No_Fireplace,OneFam,SFoyer,College_Creek,Average,Residential_Low_Density,PConc,1,14,14
256,191000,1692,878,9337,3,2,1,1,Good,Average,1997,1998,Typical,Typical,Y,2,513,Typical,OneFam,Two_Story,College_Creek,Good,Residential_Low_Density,PConc,2.5,13,12
257,200500,1682,804,8750,3,2,1,1,Above_Average,Average,1998,1998,Typical,Good,Y,2,523,No_Fireplace,OneFam,Two_Story,College_Creek,Above_Average,Residential_Low_Density,PConc,2.5,12,12
258,150000,1026,1026,15240,3,1,1,1,Average,Very_Good,1977,2004,Good,Typical,Y,1,308,No_Fireplace,OneFam,One_Story,College_Creek,Average,Residential_Low_Density,CBlock,1.5,33,6
259,161750,1392,689,10900,3,1,1,1,Above_Average,Good,1977,1977,Typical,Typical,Y,1,299,No_Fireplace,OneFam,Two_Story,College_Creek,Above_Average,Residential_Low_Density,CBlock,1.5,33,33
260,128200,894,894,10650,3,1,0,1,Average,Above_Average,1976,1976,Typical,Typical,Y,1,308,No_Fireplace,OneFam,One_Story,College_Creek,Average,Residential_Low_Density,CBlock,1,34,34
261,127000,876,876,7480,3,1,0,1,Average,Above_Average,1972,1972,Typical,Typical,Y,2,484,No_Fireplace,OneFam,One_Story,College_Creek,Average,Residential_Low_Density,CBlock,1,38,38
